"","year","block","treatment","herb","BSI","N","C","p","lignin","npe","hemicell","cell","CN","CP","NP","ligninN"
"31",2019,"B2","F2","PR",0.2076305,1.8555,46.409,0.262061452,7.313466939,32.99339523,38.94354892,20.92769513,25.0115871732687,177.09205091331,7.08040036349947,3.94150737752627
"32",2019,"B2","F5","PR",0.111007,1.8805,46.286,0.40181033,6.667322973,33.25873537,36.71896322,23.23707727,24.6136665780378,115.193653682323,4.68006882749879,3.54550543632013
"33",2019,"B3","CT","PR",0.1182975,2.64,46.3,0.303301074,8.870452529,28.88050873,35.76308784,26.41393079,17.5378787878788,152.653597263556,8.70422239256561,3.36001989734848
"34",2019,"B3","F10","PR",0.195482,3.24,46.569,0.360952056,NA,NA,NA,NA,14.3731481481481,129.01713461912,8.97626137915668,NA
"35",2019,"B3","F2","PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2019,"B3","F5","PR",0.1293685,2.669,46.5435,0.340068853,7.711244178,35.73217202,35.44728724,21.0888526,17.4385537654552,136.864930702724,7.84841062759723,2.88918852678906
"37",2020,"B1","CT","PR",NA,1.5615,47.3425,0.170264282,5.436102313,33.82429984,33.78200677,26.80961777,30.3186039065002,278.053032872743,9.17103682380078,3.48133353378162
"38",2020,"B1","F10","PR",0.230178,2.036,46.4905,0.427596266,5.837423444,32.8281426,35.57071813,25.62281993,22.8342337917485,108.725224462086,4.76150088738146,2.86710385265226
"39",2020,"B1","F2","PR",0.673153069,1.631,46.401,0.224561031,3.673588103,37.50920241,33.10925674,25.54491588,28.4494175352544,206.629795888317,7.26305892316642,2.25235322072348
"40",2020,"B1","F5","PR",0.634379004,1.904,46.193,0.481038436,10.98389288,33.106928,34.50417233,27.49854454,24.2610294117647,96.0276696060104,3.95810367219804,5.76885130252101
"41",2020,"B2","CT","PR",0.192224,1.809,46.694,0.189177607,6.113779091,34.81714075,32.89619505,26.22829701,25.812050856827,246.826253595649,9.56244255695654,3.37964571088999
"42",2020,"B2","F10","PR",0.444067,2.4855,45.559,0.58779263,3.934420917,34.46312333,33.69801357,27.30202513,18.3299134982901,77.5086274899364,4.22853209302743,1.58294947374774
"43",2020,"B2","F2","PR",0.2611935,1.791,46.6015,0.224454648,6.097315688,30.97825486,34.02609386,28.6377325,26.0198213288666,207.621006805794,7.97934021843023,3.40441970295924
"44",2020,"B2","F5","PR",0.247332,2.321,46.8425,0.387439427,7.349936128,29.99708081,36.67285146,25.89691523,20.1820336062042,120.902770176769,5.99061385665326,3.16671095562258
"45",2020,"B3","CT","PR",0.173833333,1.780333333,46.524,0.183403679,5.315537862,33.84946253,34.5110448,26.22921216,26.1321849889781,253.669938649377,9.70718440713504,2.98569810690614
"46",2020,"B3","F10","PR",0.191146,2.448,46.7585,0.261149798,13.92840592,27.80125239,38.50231093,26.11921152,19.1006944444444,179.048578088504,9.37393028349193,5.68970830065359
"47",2020,"B3","F2","PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2020,"B3","F5","PR",0.353839,2.2295,45.986,0.299320741,4.311654792,35.76380893,36.05258067,23.69443081,20.6261493608432,153.634525447069,7.44853160710303,1.93391109755551
"49",2021,"B1","CT","PR",0.206977,2.1135,46.4995,0.252265258,5.461662735,30.19085704,40.23149172,23.84214212,22.0011828720132,184.327799906557,8.37808589560121,2.58417919801277
"50",2021,"B1","F10","PR",0.199266,2.8415,45.876,0.567747548,5.01584541,29.03548953,41.46444324,24.16194364,16.144993841281,80.8035193839358,5.00486529622141,1.76521042055252
"51",2021,"B1","F2","PR",0.1621165,2.5715,47.0375,0.347082668,5.102433331,30.29999956,41.0375871,23.17381102,18.2918530040832,135.522468670202,7.40889775573582,1.98422451137468
"52",2021,"B1","F5","PR",0.2036235,2.9,44.16,0.516805812,4.442211055,31.71859296,40.60301508,22.79396985,15.2275862068966,85.4479554498509,5.61139200191502,1.53179691551724
"53",2021,"B2","CT","PR",0.1631035,2.173,45.659,0.241900886,4.223534286,30.90269808,41.09557175,23.46992154,21.0119650253106,188.750858895159,8.98301794562257,1.94364210124252
"54",2021,"B2","F10","PR",0.1980835,2.627,45.2795,0.557327088,4.052646462,29.51291223,44.76452804,21.4613177,17.2362009897221,81.2440324092053,4.71356956545417,1.54268993604872
"55",2021,"B2","F2","PR",0.1353085,2.1905,46.141,0.257094076,4.45864638,28.28061251,41.75678871,25.21554001,21.0641406071673,179.471268719548,8.52022743612342,2.03544687514266
"56",2021,"B2","F5","PR",0.2591575,2.846,45.8425,0.416984551,3.524229309,29.28931294,43.26841263,23.65984804,16.1076950105411,109.938125741258,6.82519290744659,1.2383096658468
"57",2021,"B3","CT","PR",0.159276,3.321,45.8005,0.30662323,4.676978073,28.73256189,41.25009145,25.02397526,13.791177356218,149.370613570276,10.8308819263302,1.40830414724481
"58",2021,"B3","F10","PR",0.160471,3.333,47.12,0.422698171,4.246515679,27.39547038,38.82839721,29.29006969,14.1374137413741,111.474340871941,7.88505895853521,1.27408211191119
"59",2021,"B3","F2","PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2021,"B3","F5","PR",0.1080195,3.1785,45.755,0.426069024,3.738368843,32.04302321,40.75949578,23.29992271,14.3951549473022,107.388703291418,7.46005886595501,1.17614247066226
